"scenario id","scen name","pub name","first side result","second side name","second side result","url link"
LN11,"Break-through at RJ177","Leatherneck Pack",Japanese,2,American,5,https://vasl-templates.org/services/roar/599
LN12,"Nightmare at Naha","Leatherneck Pack",American,4,Japanese,1,https://vasl-templates.org/services/roar/600
LN13,"Saito's Farewell Order","Leatherneck Pack",American,1,Japanese,3,https://vasl-templates.org/services/roar/601
LN2-1,"Airfield Fracas","Leatherneck Pack II",American,5,Japanese,4,https://vasl-templates.org/services/roar/1222
LN2-2,"Hellzapoppin' Ridge","Leatherneck Pack II",Japanese,4,American,1,https://vasl-templates.org/services/roar/1223
LN2-3,"We Hold Here","Leatherneck Pack II",Japanese,2,American,1,https://vasl-templates.org/services/roar/1224
LN2-4,"Suicide Creek","Leatherneck Pack II",Japanese,16,American,7,https://vasl-templates.org/services/roar/1225
LN2-5,"Storming the Point","Leatherneck Pack II",Japanese,5,American,3,https://vasl-templates.org/services/roar/1226
LN2-6,"Second Day In Hell","Leatherneck Pack II",American,0,Japanese,2,https://vasl-templates.org/services/roar/1227
LN2-7,"Forlorn Hope","Leatherneck Pack II",American,0,Japanese,0,https://vasl-templates.org/services/roar/1228
LN2-8,"On China Station","Leatherneck Pack II","CCP (Partisan)",0,American,2,https://vasl-templates.org/services/roar/1229
LN3-1,"Red Hill","Leatherneck Pack III",American,0,Japanese,1,https://vasl-templates.org/services/roar/1515
LN3-2,"Highway to Hell","Leatherneck Pack III",American,0,Japanese,0,https://vasl-templates.org/services/roar/1516
LN3-3,"Aka Assault","Leatherneck Pack III",American,0,Japanese,2,https://vasl-templates.org/services/roar/1517
LN3-4,"Nipponese Nightmare","Leatherneck Pack III",Japanese,1,American,1,https://vasl-templates.org/services/roar/1518
LN3-5,"Sting of the Cactus","Leatherneck Pack III",American,0,Japanese,1,https://vasl-templates.org/services/roar/1519
LN3-6,Ballbreaker,"Leatherneck Pack III",American,0,Japanese,1,https://vasl-templates.org/services/roar/1520
LN3-7,"Timbuyo Tango","Leatherneck Pack III",American,2,Japanese,0,https://vasl-templates.org/services/roar/1521
LN3-8,"The End in Sight","Leatherneck Pack III",American,0,Japanese,0,https://vasl-templates.org/services/roar/1522
LEG1,"Legend Issue One Scenario (no name)",Legend,German,0,Russian,0,https://vasl-templates.org/services/roar/1765
LG2,"Slaget om Hangasj&auml;rvi",Legend,Russian,1,Finnish,0,https://vasl-templates.org/services/roar/1766
LSSAH1,"Opening Fire","Leibstandarte Pack 1",Polish,17,German,22,https://vasl-templates.org/services/roar/1608
LSSAH2,"They Stop Here!","Leibstandarte Pack 1",Polish,38,German,33,https://vasl-templates.org/services/roar/1609
LSSAH3,Fruhjarhsbestellung!,"Leibstandarte Pack 1",Dutch,8,German,15,https://vasl-templates.org/services/roar/1610
LSSAH4,"By The End of a Rifle","Leibstandarte Pack 1",Dutch,5,German,5,https://vasl-templates.org/services/roar/1611
LSSAH5,"To Hold?","Leibstandarte Pack 1",German,7,British/French,4,https://vasl-templates.org/services/roar/1612
LSSAH6,"Hurry Up!","Leibstandarte Pack 1",German,8,French,5,https://vasl-templates.org/services/roar/1613
LSSAH7,"Just in Time","Leibstandarte Pack 1",German,10,British,15,https://vasl-templates.org/services/roar/1614
LSSAH8,"The Devil's Pass","Leibstandarte Pack 1",Greek,8,German,2,https://vasl-templates.org/services/roar/1615
LSSAH9,"Forest Through the Trees","Leibstandarte Pack 2",Russian,7,German,3,https://vasl-templates.org/services/roar/1616
LSSAH10,"Baptism of Fire","Leibstandarte Pack 2",Russian,9,German,8,https://vasl-templates.org/services/roar/1617
LSSAH11,"Sea Battle","Leibstandarte Pack 2",German,6,Russian,1,https://vasl-templates.org/services/roar/1618
LSSAH12,Contact,"Leibstandarte Pack 2",German,20,Russian,13,https://vasl-templates.org/services/roar/1619
LSSAH13,"The Russians are Coming","Leibstandarte Pack 2",Russian,1,German,5,https://vasl-templates.org/services/roar/1620
LSSAH14,"A Bird in the Hand...","Leibstandarte Pack 2",Russian,11,German,5,https://vasl-templates.org/services/roar/1621
LSSAH15,"Shot Off With Too Weak of a Bullet","Leibstandarte Pack 2",German,2,Russian,5,https://vasl-templates.org/services/roar/1622
LSSAH16,"A Grim Day at Krasny Krim","Leibstandarte Pack 2",Russian,6,German,1,https://vasl-templates.org/services/roar/1623
"LSSAH 17","The Eleventh Commandment","Leibstandarte Pack 3",German,0,Russian,2,https://vasl-templates.org/services/roar/1863
LSSAH-18,"Sudden Fury","Leibstandarte Pack 3",Russian,11,German,3,https://vasl-templates.org/services/roar/1864
LSSAH-19,"The Tiger's Roar","Leibstandarte Pack 3",Russian,3,German,5,https://vasl-templates.org/services/roar/1865
LSSAH-20,"Hood Ornaments","Leibstandarte Pack 3",German,1,Russian,3,https://vasl-templates.org/services/roar/1866
LSSAH-21,"The Brickyard","Leibstandarte Pack 3",Russian,11,German,6,https://vasl-templates.org/services/roar/1867
LSSAH-22,"Usual Nerve","Leibstandarte Pack 3",German,3,Russian,9,https://vasl-templates.org/services/roar/1868
LSSAH-23,"His Men","Leibstandarte Pack 3",German,1,Russian,2,https://vasl-templates.org/services/roar/1869
LSSAH-24,"Peiper's Bridge","Leibstandarte Pack 3",Russian,4,German,0,https://vasl-templates.org/services/roar/1870
LSSAH25,"Getting the Job Done!","Leibstandarte Pack 4",Russian,2,German,1,https://vasl-templates.org/services/roar/2140
LSSAH26,"Steel and Fire","Leibstandarte Pack 4",German,1,Russian,1,https://vasl-templates.org/services/roar/2141
LSSAH27,"Thrust to the North","Leibstandarte Pack 4",German,2,Russian,3,https://vasl-templates.org/services/roar/2142
LSSAH28,"Last Drop of Blood","Leibstandarte Pack 4",Italian,8,German,8,https://vasl-templates.org/services/roar/2143
LSSAH29,"... To the Last Man","Leibstandarte Pack 4",Italian,10,German,4,https://vasl-templates.org/services/roar/2144
LSSAH30,"Swept Clean","Leibstandarte Pack 4",German,1,Partisan,3,https://vasl-templates.org/services/roar/2145
LSSAH31,"Hold at Any Price","Leibstandarte Pack 4",Russian,3,German,2,https://vasl-templates.org/services/roar/2146
LSSAH32,"Fighting Spirit","Leibstandarte Pack 4",German,0,Russian,5,https://vasl-templates.org/services/roar/2147
LSSAH33,"Next Stop Lipovez Station","Leibstandarte Pack 5",Russian,5,German,0,https://vasl-templates.org/services/roar/4624
LSSAH34,"To the Cherkassy Pocket","Leibstandarte Pack 5",German,2,Russian,0,https://vasl-templates.org/services/roar/4625
LSSAH35,"Supreme Effort","Leibstandarte Pack 5",Russian,0,German,1,https://vasl-templates.org/services/roar/4626
LSSAH36,"Fuhrer's Expectations","Leibstandarte Pack 5",German,3,Russian,3,https://vasl-templates.org/services/roar/4627
LSSAH37,"Baker's Dozen","Leibstandarte Pack 5",Russian,3,German,5,https://vasl-templates.org/services/roar/4628
LSSAH38,"Ivan Is Coming!","Leibstandarte Pack 5",German,1,Russian,3,https://vasl-templates.org/services/roar/4629
LSSAH39,"Manstein's Lifeline","Leibstandarte Pack 5",Russian,6,German,0,https://vasl-templates.org/services/roar/4630
LSSAH40,"Breathing Room","Leibstandarte Pack 5",German,2,Russian,3,https://vasl-templates.org/services/roar/4631
LSSAH41,"Objective: Mouen","Leibstandarte Pack 6",British,2,German,1,https://vasl-templates.org/services/roar/6002
LSSAH42,"Hornet's Nest","Leibstandarte Pack 6",British,0,German,1,https://vasl-templates.org/services/roar/6003
LSSAH43,Tommy-Knocker,"Leibstandarte Pack 6",British,0,German,1,https://vasl-templates.org/services/roar/6004
LSSAH44,"Shot and Roared","Leibstandarte Pack 6",British,1,German,1,https://vasl-templates.org/services/roar/6005
LSSAH45,"Unexpected Surprise","Leibstandarte Pack 6",American,1,German,0,https://vasl-templates.org/services/roar/6006
LSSAH46,Stalemate,"Leibstandarte Pack 6",German,1,American,0,https://vasl-templates.org/services/roar/6007
LSSAH47,"Turning Point","Leibstandarte Pack 6",American,2,German,0,https://vasl-templates.org/services/roar/6008
LSSAH48,"Fight to Keep It Open","Leibstandarte Pack 6",German,0,British,2,https://vasl-templates.org/services/roar/6009
FE62,"Uncle Joe's Fury","Leningrad Pack",German,8,Russian,2,https://vasl-templates.org/services/roar/2309
FE63,"Our Land","Leningrad Pack",Russian,0,German,2,https://vasl-templates.org/services/roar/2310
FE64,"The Iron Ring Is Closed","Leningrad Pack",Russian,0,German,2,https://vasl-templates.org/services/roar/2311
FE65,"Straight to the Front","Leningrad Pack",German,1,Russian,3,https://vasl-templates.org/services/roar/2312
FE66,Tedium,"Leningrad Pack",German,1,Russian,0,https://vasl-templates.org/services/roar/2313
FE67,"A Cold Day in Hell","Leningrad Pack",Russian,1,Finnish,1,https://vasl-templates.org/services/roar/2314
FE68,"Cutting Erika","Leningrad Pack",German,0,Russian,1,https://vasl-templates.org/services/roar/2315
FE69,"Tiger Woods","Leningrad Pack",German,1,Russian,0,https://vasl-templates.org/services/roar/2316
FE70,"Worker's Settlement No. 8","Leningrad Pack",Russian,0,German,5,https://vasl-templates.org/services/roar/2317
FE71,"Cold Steel Rain","Leningrad Pack",German,0,Russian,1,https://vasl-templates.org/services/roar/2318
FE72,"Polar Star","Leningrad Pack",German,1,Russian,0,https://vasl-templates.org/services/roar/2319
FE73,"manos a la manos","Leningrad Pack",Russian,0,Spanish,0,https://vasl-templates.org/services/roar/2320
FE74,"Fruitless Fighting","Leningrad Pack",German,0,Russian,0,https://vasl-templates.org/services/roar/2321
FE75,"Porech'e Push","Leningrad Pack",German,0,Russian,0,https://vasl-templates.org/services/roar/2322
FE76,"The Battle of Krasnogvadeisk","Leningrad Pack",Russian,1,German,0,https://vasl-templates.org/services/roar/2323
FE77,"Stalin's Revenge","Leningrad Pack",Russian,2,German,0,https://vasl-templates.org/services/roar/2324
LM1,"Recruiting Tactics","The Long March","CCP (Partisan)",9,Kuomintang,9,https://vasl-templates.org/services/roar/3574
LM2,"Resisting the Constriction","The Long March",Kuomintang,2,"CCP (Partisan)",2,https://vasl-templates.org/services/roar/3575
LM3,"The Culling at Xiang River","The Long March",Kuomintang,3,"CCP (Partisan)",0,https://vasl-templates.org/services/roar/3576
LM4,"Taking a Different Route","The Long March","CCP (Partisan)",2,Kuomintang,1,https://vasl-templates.org/services/roar/3577
LM5,"Bridging the Wu","The Long March","CCP (Partisan)",1,Kuomintang,2,https://vasl-templates.org/services/roar/3578
LM6,"Forced to Reconsider","The Long March","CCP (Partisan)",1,Kuomintang,1,https://vasl-templates.org/services/roar/3579
LM7,"More Than He Could Chew","The Long March",Kuomintang,3,"CCP (Partisan)",1,https://vasl-templates.org/services/roar/3580
LM8,"The Race to Loushan Pass","The Long March","CCP (Partisan)",2,Kuomintang,1,https://vasl-templates.org/services/roar/3581
LM9,"Return to the Wu RIver","The Long March",Kuomintang,0,"CCP (Partisan)",1,https://vasl-templates.org/services/roar/3582
LM10,"Those Left Behind","The Long March","CCP (Partisan)",1,Kuomintang,0,https://vasl-templates.org/services/roar/3583
LM11,"Medieval Warfare","The Long March","CCP (Partisan)",1,Kuomintang,0,https://vasl-templates.org/services/roar/3584
LM12,"Two Coins for the Ferryman","The Long March","CCP (Partisan)",2,Kuomintang,0,https://vasl-templates.org/services/roar/3585
LM13,"Fierce Tiger in the Fog","The Long March","CCP (Partisan)",1,Kuomintang,0,https://vasl-templates.org/services/roar/3586
LM14,"Luting Bridge","The Long March","CCP (Partisan)",0,Kuomintang,0,https://vasl-templates.org/services/roar/3587
LM15,"Lazikou Pass","The Long March",Kuomintang,0,"CCP (Partisan)",0,https://vasl-templates.org/services/roar/3588
LM16,"Cutting Off the Tail","The Long March",Kuomintang,0,"CCP (Partisan)",1,https://vasl-templates.org/services/roar/3589
LM17,"More Than Four Horsemen","The Long March","CCP (Partisan)",2,Kuomintang,1,https://vasl-templates.org/services/roar/3590
LM-CG,"Long March Campaign Game","The Long March",Kuomintang,0,"CCP (Partisan)",0,https://vasl-templates.org/services/roar/3591
FE96,"Luzon Fire!","Luzon Fire!",Japanese,1,"American (Partisan)",1,https://vasl-templates.org/services/roar/2519
FE97,"Potpot Potshot","Luzon Fire!",Japanese,1,American,2,https://vasl-templates.org/services/roar/2518
FE98,"Spirited Action","Luzon Fire!",American,5,Japanese,1,https://vasl-templates.org/services/roar/2521
FE99,"Nasty Little Firefight","Luzon Fire!",American,2,Japanese,2,https://vasl-templates.org/services/roar/2522
FE100,"San Manuel #1","Luzon Fire!",Japanese,0,American,2,https://vasl-templates.org/services/roar/2523
FE101,"San Manuel #2","Luzon Fire!",American,2,Japanese,3,https://vasl-templates.org/services/roar/2524
FE102,"Spirit of Bushido","Luzon Fire!",American,2,Japanese,0,https://vasl-templates.org/services/roar/2525
FE103,Yanagimoto,"Luzon Fire!",American,0,Japanese,2,https://vasl-templates.org/services/roar/2526
FE104,"An Army Travels On It's Stomach","Luzon Fire!",Japanese,2,American,0,https://vasl-templates.org/services/roar/2527
FE105,"Reckless Behavior","Luzon Fire!",Japanese,0,American,3,https://vasl-templates.org/services/roar/2528
FE106,"Hero in Our Midst","Luzon Fire!",Japanese,2,American,0,https://vasl-templates.org/services/roar/2529
FE107,"Norton's Knob","Luzon Fire!",American,0,Japanese,2,https://vasl-templates.org/services/roar/2530
PAD1,"Time Is Tight","Map Pad Pack",American,2,German,4,https://vasl-templates.org/services/roar/5513
PAD2,"The Quick and the Dead","Map Pad Pack",Slovak,0,Russian,2,https://vasl-templates.org/services/roar/5514
PAD3,"Earning Face","Map Pad Pack",Chinese,1,Japanese,2,https://vasl-templates.org/services/roar/5515
PAD4,"Iron Coffins","Map Pad Pack",Italian,1,Greek,0,https://vasl-templates.org/services/roar/5516
"IP 1","Hidden Foe","Map Pax 1: Blood And Iron",American,0,Japanese,2,https://vasl-templates.org/services/roar/2099
"IP 2","Company A's Charge","Map Pax 1: Blood And Iron",American,3,Japanese,0,https://vasl-templates.org/services/roar/2100
"IP 3","Potter's Ridge","Map Pax 1: Blood And Iron",Japanese,2,American,0,https://vasl-templates.org/services/roar/2101
"IP 4","Rebuffed At Ryan's Ridge","Map Pax 1: Blood And Iron",Japanese,0,American,2,https://vasl-templates.org/services/roar/2102
"IP 5","Schoeff's Stand","Map Pax 1: Blood And Iron",Japanese,2,American,1,https://vasl-templates.org/services/roar/2103
"IP 6","Smoke Them Out","Map Pax 1: Blood And Iron",American,2,Japanese,1,https://vasl-templates.org/services/roar/2104
"IP 7","Humped Guns","Map Pax 1: Blood And Iron",American,2,Japanese,0,https://vasl-templates.org/services/roar/2105
"IP 8","Fists And Fury","Map Pax 1: Blood And Iron",Japanese,1,American,4,https://vasl-templates.org/services/roar/2106
"IP 9","Item Pocket Reduced","Map Pax 1: Blood And Iron",American,1,Japanese,1,https://vasl-templates.org/services/roar/2107
"IP 10","Item Pocket Cleared","Map Pax 1: Blood And Iron",Japanese,0,American,2,https://vasl-templates.org/services/roar/2108
MLR01,Hana-Saku,"Maple Leaf Route--Canada at War #1",Japanese,21,Canadian,29,https://vasl-templates.org/services/roar/1695
MLR02,"Troteval Farm","Maple Leaf Route--Canada at War #1",Canadian,10,German,15,https://vasl-templates.org/services/roar/1696
MLR03,"Mooshof Melee","Maple Leaf Route--Canada at War #1",Canadian,6,German,10,https://vasl-templates.org/services/roar/1697
MLR04,"Sneek Attack","Maple Leaf Route--Canada at War #1",Canadian,8,German,11,https://vasl-templates.org/services/roar/1698
MLR05,"Third Time Lucky","Maple Leaf Route--Canada at War #1",German,3,Canadian,10,https://vasl-templates.org/services/roar/1699
MLR06,"Grenade and Bayonet","Maple Leaf Route--Canada at War #1",Canadian,1,German,2,https://vasl-templates.org/services/roar/1700
MMMP1,"The Dirty Dozen","March Madness Movie Pack 2008",German,0,American,0,https://vasl-templates.org/services/roar/3214
MMMP2,"The Bridge over the River Kwai","March Madness Movie Pack 2008",British,0,Japanese,0,https://vasl-templates.org/services/roar/3215
MMMP3,"Kelly's Heros","March Madness Movie Pack 2008",American,1,German,1,https://vasl-templates.org/services/roar/3216
MMMP4,"Days of Glory (Indigenes)","March Madness Movie Pack 2008",Algerian,0,German,0,https://vasl-templates.org/services/roar/3218
MMMP5,"Winter War (Talvisota)","March Madness Movie Pack 2008",Finnish,0,Russian,0,https://vasl-templates.org/services/roar/3217
